player_id,player_name,team_id,team,team_code,position_raw
485068,Igor MATANOVIC,43938,Croatia,CRO,Forward
448160,Luka SUCIC,43938,Croatia,CRO,Midfielder
499290,Luka VUSKOVIC,43938,Croatia,CRO,Defender
448179,Dominik KOTARSKI,43938,Croatia,CRO,Goalkeeper
482931,Marco PASALIC,43938,Croatia,CRO,Forward
389740,Martin ERLIC,43938,Croatia,CRO,Defender
389754,Petar Musa,43938,Croatia,CRO,Forward
390650,Eloy ROOM,1895293,Curaçao,CUW,Goalkeeper
485379,Shurandy SAMBO,1895293,Curaçao,CUW,Defender
431698,Jurien GAARI,1895293,Curaçao,CUW,Defender
466361,Roshon VAN EIJMA,1895293,Curaçao,CUW,Defender
466350,Sherel FLORANUS,1895293,Curaçao,CUW,Defender
466359,Godfried ROEMERATOE,1895293,Curaçao,CUW,Midfielder
466317,Juninho BACUNA,1895293,Curaçao,CUW,Midfielder
494989,Livano COMENENCIA,1895293,Curaçao,CUW,Midfielder
407680,Juergen LOCADIA,1895293,Curaçao,CUW,Forward
466340,Leandro BACUNA,1895293,Curaçao,CUW,Midfielder
424047,Jeremy Antonisse,1895293,Curaçao,CUW,Forward
424056,Sontje HANSEN,1895293,Curaçao,CUW,Forward
506473,Tyrese NOSLIN,1895293,Curaçao,CUW,Forward
466352,Kenji GORRE,1895293,Curaçao,CUW,Forward
485324,Arjany MARTHA,1895293,Curaçao,CUW,Midfielder
466363,Jearl MARGARITHA,1895293,Curaçao,CUW,Forward
466346,Brandley KUWAS,1895293,Curaçao,CUW,Forward
511141,Armando OBISPO,1895293,Curaçao,CUW,Defender
466372,Gervane KASTANEER,1895293,Curaçao,CUW,Forward
401023,Joshua BRENET,1895293,Curaçao,CUW,Defender
485347,Tahith CHONG,1895293,Curaçao,CUW,Midfielder
466365,Kevin FELIDA,1895293,Curaçao,CUW,Midfielder
398569,Riechedly Bazoer,1895293,Curaçao,CUW,Defender
506471,Deveron FONVILLE,1895293,Curaçao,CUW,Defender
466370,Tyrick BODAK,1895293,Curaçao,CUW,Goalkeeper
