n1,n2,mean1,mean2,sd1,sd2,mean_difference,t_statistic,df,p_value,decision
30,30,86.36147801209653,87.86974426548127,6.784984498875388,5.212794332331236,-1.5082662533847468,-0.9655075940549174,29,0.3422737343293036,Fail to reject H0
