n1,n2,mean1,mean2,sd1,sd2,mean_difference,t_statistic,df,p_value,decision
30,30,37.3448495948496,31.774170274170274,24.31950633029611,20.044712816718224,5.570679320679325,0.9681532601787647,29,0.34097337030189323,Fail to reject H0
